near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,blkgrp,block,geoid,geoid10,aland10,awater10,total_pop,total_pop_one_race,pop_white,pop_black,pop_native,pop_asian,pop_pacific_islander,pop_other_race,pop_black_other,pop_native_other,pop_asian_other,pop_pacific_islander_other,pop_hispanic,pop_white_non_hispanic,pop_non_hispanic_black,pop_non_hispanic_native,pop_non_hispanic_asian,pop_non_hispanic_pacific_islander,pop_non_hispanic_other,pop_non_hispanic_black_other,pop_non_hispanic_native_other,pop_non_hispanic_asian_other,pop_non_hispanic_pacific_islander_other,adult_total_pop,adult_pop_white,adult_pop_black,adult_pop_native,adult_pop_asian,adult_pop_pacific_islander,adult_pop_other_race,adult_pop_black_other,adult_pop_native_other,adult_pop_asian_other,adult_pop_pacific_islander_other,adult_pop_hispanic,adult_pop_white_non_hispanic,adult_pop_non_hispanic_black,adult_pop_non_hispanic_native,adult_pop_non_hispanic_asian,adult_pop_non_hispanic_pacific_islander,adult_pop_non_hispanic_other,adult_pop_non_hispanic_black_other,adult_pop_non_hispanic_native_other,adult_pop_non_hispanic_asian_other,adult_pop_non_hispanic_pacific_islander_other,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,acres,shape_length,shape_area,sqmiles,geography
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A02,Ward 1,002801,MID-CITY,4395,0028012,2004,110010028012004,110010028012004,10782,0,241,236,53,66,1,0,0,116,1,0,1,0,145,31,65,0,0,0,0,0,0,0,0,198,50,61,0,0,0,83,1,0,1,0,109,29,60,0,0,0,0,0,0,0,0,91,86,5,2.66390766,430.95229512237466,10780.451813499758,0.00416236,0103000020E61000000100000012000000B40F6CCD424253C0201C77A7A177434011CA2C5C424253C0771A2B10A37743409A58D2323E4253C03B2882E8AF77434069BFA0B93A4253C04F0FB1E2BA774340AB25E1933A4253C0A1F1A86CBE7743401971898F3B4253C007283353C07743407CDEC0AC3C4253C05E19126CC2774340B017889B3F4253C03F1EEA0EC87743400A26D385444253C032850D6ED1774340ACBF826C454253C02D4811A9CF7743406B451EFB454253C078EA2F27CE774340B337575F494253C0FAA42B46C3774340ACDF09F64B4253C00CE5671DBB7743407C9E52994E4253C0A73143ECB2774340811423DC504253C03205A70AAC774340D38D5377514253C0DAC7473DAA774340ECEE2A8A434253C0B4AB6C759F774340B40F6CCD424253C0201C77A7A1774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A02,Ward 1,002801,MID-CITY,4398,0028012,2007,110010028012007,110010028012007,10302,0,145,137,51,39,1,19,0,27,1,3,2,0,49,34,37,1,19,0,2,1,0,2,0,111,46,29,1,12,0,19,0,0,2,0,35,32,27,1,12,0,2,0,0,2,0,57,53,4,2.54548006,498.0063592931954,10301.192339435444,0.00397731,0103000020E6100000010000001B0000007277DF47214253C03AF576D3937743400FA726A4214253C0DBA1DA72947743401D0B3311224253C0AF5FA01A95774340EB1CA386224253C0DB3E9EB19577434087DE2682244253C0E6B7427298774340EAF5C185284253C0225BFFD19D77434057C2D88D2A4253C087B8DB81A077434079BC66462B4253C05572847DA17743408E3E5EF22B4253C0ABE78F81A2774340E6A9229A2C4253C0CA1CC79EA3774340B68985392D4253C0EC1EFDBBA4774340BF6F57E52E4253C043B92D35A8774340A7133595314253C0089E0641AD774340544617D3384253C026870615BB7743405542B0F8394253C0CF3EAC3EBD774340AB25E1933A4253C0A1F1A86CBE77434069BFA0B93A4253C04F0FB1E2BA7743409A58D2323E4253C03B2882E8AF77434011CA2C5C424253C0771A2B10A3774340750644333B4253C03B02556D9D7743401993A751344253C01669C226987743402B8B5D672F4253C09E16BD2F94774340EE0857E52E4253C018223EE493774340ECB61E5F2E4253C0A1E421A193774340CFE7E6D82D4253C08950957F93774340DEB3EE86204253C0398A6D38927743407277DF47214253C03AF576D393774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A02,Ward 1,002900,MID-CITY,4519,0029002,2008,110010029002008,110010029002008,14845,0,172,165,74,43,0,7,0,41,1,2,1,4,74,47,41,0,7,0,0,1,2,1,0,154,66,39,0,5,0,37,1,2,1,4,66,42,38,0,5,0,0,1,2,1,0,50,46,4,3.66803228,518.582422923092,14843.999979077871,0.0057313,0103000020E6100000010000000C000000711FFEAA0F4253C01B7D8D233C77434028801A26064253C0D33C45B1427743407407066FFB4153C0D969EEFF497743404FA298CBF94153C0AEBC89254B774340DDCB35C3F94153C0BAD8A13C59774340669902BFF94153C0F862F2CA5B774340DFB4C855184253C0C38056D35B774340BA13FA59184253C015E7CE814B77434005B02B5E184253C0E43CBAB447774340CF40C855184253C0AE9C56063B77434025AE1DF1174253C048CDDF9936774340711FFEAA0F4253C01B7D8D233C774340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'The Next Step/ El Prόximo Paso PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A03,Ward 1,002802,MID-CITY,4399,0028021,1000,110010028021000,110010028021000,11158,0,680,620,371,83,8,22,1,135,14,5,10,1,285,269,80,1,22,1,0,8,4,10,0,628,356,80,5,22,1,111,14,5,10,1,238,267,77,1,22,1,0,8,4,10,0,346,339,7,3.13177478,574.2106646529234,12673.842864296957,0.0048934,0103000020E6100000010000000C00000098602F2B2F4253C0CA15C7B8D0764340B25B5946164253C05DAEF2F4D4764340335D46D4164253C001D70864E37643401B1E945D1C4253C0572741A6E27643402F20EE8B374253C0AED5635FDF764340CC517EDE404253C097292E42DE764340FF06F45A424253C0E4866E2BDE764340FD072D02424253C037C6D4CADA764340640F3B1D3C4253C05538620DCB764340C70F450B3B4253C0301C5A08CB764340189D53362F4253C09492C1D0CA76434098602F2B2F4253C0CA15C7B8D0764340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'The Next Step/ El Prόximo Paso PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A03,Ward 1,002802,MID-CITY,4400,0028021,1001,110010028021001,110010028021001,31799,0,529,513,261,87,6,43,0,116,2,3,11,3,250,147,82,0,42,0,1,0,0,7,0,441,223,68,4,41,0,91,2,3,9,3,185,144,65,0,40,0,0,0,0,7,0,259,229,30,7.32895502,926.426579408369,29659.2286966995,0.01145149,0103000020E61000000100000022000000C70F450B3B4253C0301C5A08CB764340640F3B1D3C4253C05538620DCB764340FD072D02424253C037C6D4CADA764340FF06F45A424253C0E4866E2BDE7643408C1B77994D4253C0E089BBFADE7643402BDCB3384F4253C05FE8810BDF764340A015DA16514253C06AAFE513DF76434044F5FF16504253C046FD7C14DB7643403EFA1EB74B4253C024F6B845C676434011B28685464253C07D8B7C0AAD764340DFEB4714464253C0CD5168D4A976434024B2CED5424253C0C38D8B77AD7643408AD5FFFB3F4253C00D5C67BEB0764340DC7AC9DE3E4253C081B300E4B1764340736AFC4B3E4253C0AC01396AB2764340DF199C153D4253C09DE6B74CB3764340E60F3A763C4253C0B9F35FB1B3764340E86D112F3B4253C0A8C35F48B4764340A3234C873A4253C083361783B476434013CB85DF394253C0FBFE07ADB4764340707FC566334253C05B3B5D76B57643402D273AA22E4253C0E08D221EB67643408FEA2D6D244253C037418354B7764340C35C1D50224253C078EF02A0B77643407EA0E534204253C0A90D0612B876434091E6D359194253C003B9FF64B9764340E2E914C9144253C0C18119D5B9764340B1B3191B154253C0C96673CCBD764340DB3D33E2154253C08650B59FCC76434046D70B2E164253C0FBF16557D2764340B25B5946164253C05DAEF2F4D476434098602F2B2F4253C0CA15C7B8D0764340189D53362F4253C09492C1D0CA764340C70F450B3B4253C0301C5A08CB764340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'The Next Step/ El Prόximo Paso PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A03,Ward 1,002802,MID-CITY,4401,0028021,1002,110010028021002,110010028021002,12373,0,276,252,115,20,8,12,0,97,1,3,2,1,201,40,19,1,12,0,1,1,1,1,1,234,96,20,7,12,0,80,1,3,1,1,165,34,19,1,12,0,1,1,1,1,1,158,127,31,3.0570462,555.7578328864446,12371.427030950113,0.00477663,0103000020E61000000100000011000000192F2D77524253C0E30F69009C764340F2AC4923524253C0B68B14659C76434018AA8B9E474253C02DFACE17A8764340DFEB4714464253C0CD5168D4A976434011B28685464253C07D8B7C0AAD7643403EFA1EB74B4253C024F6B845C676434044F5FF16504253C046FD7C14DB764340A015DA16514253C06AAFE513DF764340051F1E38534253C0EB6C491CDF764340D29A10A9554253C0509A8E78DF7643405E1243AD554253C0F0BF0864DC7643402B13A6B5554253C05FAB94F5C8764340385BD0CE554253C0A29593A9AF7643402C44D0CE554253C02C90984DAD764340AA2034D7554253C023DA10E6A3764340876365DB554253C0A0BA61A098764340192F2D77524253C0E30F69009C764340
"['AppleTree Early Learning PCS - Columbia Heights', 'The Next Step/ El Prόximo Paso PCS']",1.0,0.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A03,Ward 1,002802,MID-CITY,4403,0028021,1004,110010028021004,110010028021004,23111,0,523,503,215,106,1,21,0,160,4,0,1,0,260,133,104,1,21,0,0,3,0,1,0,423,181,92,1,16,0,117,4,0,1,0,188,122,92,1,16,0,0,3,0,1,0,265,229,36,5.4790748,611.8065514483632,22173.029039910674,0.00856105,0103000020E610000001000000140000005830328B3C4253C0D613EE05937643405779369F264253C0AFC6CCB5957643405E45CF931E4253C0EF7EAEA0967643407EA0E534204253C0A90D0612B8764340C35C1D50224253C078EF02A0B77643408FEA2D6D244253C037418354B77643402D273AA22E4253C0E08D221EB6764340707FC566334253C05B3B5D76B576434013CB85DF394253C0FBFE07ADB4764340A3234C873A4253C083361783B4764340E86D112F3B4253C0A8C35F48B4764340E60F3A763C4253C0B9F35FB1B3764340DF199C153D4253C09DE6B74CB3764340736AFC4B3E4253C0AC01396AB2764340DC7AC9DE3E4253C081B300E4B17643408AD5FFFB3F4253C00D5C67BEB076434024B2CED5424253C0C38D8B77AD764340DFEB4714464253C0CD5168D4A97643409D565068454253C04B86A912927643405830328B3C4253C0D613EE0593764340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4511,0029002,2000,110010029002000,110010029002000,20554,0,222,205,91,90,1,9,0,14,3,1,6,0,51,66,89,1,9,0,0,3,0,5,0,191,83,71,1,7,0,14,3,0,6,0,46,61,70,1,7,0,0,3,0,5,0,93,79,14,5.07842368,618.6995113543031,20551.651471745576,0.00793504,0103000020E610000001000000120000009B47B315E74153C063F32447A0774340A85A8111E74153C04D8F5B73AD774340021FE519E74153C069C5CD08D57743408979500DE74153C0CADC3771D8774340F45A023BEA4153C03418D02DDA77434007EF9AF7EB4153C047077829DB7743402AA69A6CEF4153C0CA9E0310DD7743405328A0B6F94153C0F21DB099E2774340CABBFBD3F94153C09FB2365BDF77434029F398CBF94153C0CC31E89EDB7743405E7598CBF94153C037E03959D0774340905835C3F94153C09D2A2B30CA7743407B9F35C3F94153C032B58606C8774340696003BFF94153C0E775CD8EBA7743400862D2BAF94153C04E76E108B8774340455B67C7F94153C022D75D36A077434019016A5CEB4153C0E3945C36A07743409B47B315E74153C063F32447A0774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4512,0029002,2001,110010029002001,110010029002001,14778,0,133,117,27,48,0,2,0,40,7,10,1,0,56,24,48,0,2,0,0,2,1,1,0,117,26,44,0,2,0,32,4,8,1,0,46,23,44,0,2,0,0,1,1,1,0,44,42,2,3.6514332,521.2643233003191,14776.825898006018,0.00570536,0103000020E61000000100000010000000905835C3F94153C09D2A2B30CA7743405E7598CBF94153C037E03959D077434029F398CBF94153C0CC31E89EDB774340CABBFBD3F94153C09FB2365BDF7743405328A0B6F94153C0F21DB099E277434032FF1545FB4153C00CBE0363E3774340D4BE12B0094253C0F7F8C6F4EA7743403120AE91104253C0950178B9EE774340AEAC3249184253C07F94636DF2774340AB203349184253C02A902A57DE774340D8B4644D184253C0630E0FC1D77743402F90636F154253C08DA2A01DD677434083A34A6E004253C0847CAA12CB77434045BEC112FB4153C0BE441328C87743407B9F35C3F94153C032B58606C8774340905835C3F94153C09D2A2B30CA774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4513,0029002,2002,110010029002002,110010029002002,12928,0,178,173,47,44,6,7,0,69,0,1,0,0,103,32,36,0,7,0,0,0,0,0,0,148,44,39,4,7,0,49,0,1,0,0,77,30,34,0,7,0,0,0,0,0,0,59,55,4,3.194383,493.9977579078501,12927.209376505218,0.00499122,0103000020E6100000010000000F000000696003BFF94153C0E775CD8EBA7743407B9F35C3F94153C032B58606C877434045BEC112FB4153C0BE441328C877434083A34A6E004253C0847CAA12CB7743402F90636F154253C08DA2A01DD6774340D8B4644D184253C0630E0FC1D7774340417D9651184253C0C3FABB60D6774340C40E9751184253C0F12EE9BBC1774340C60BC855184253C001BF0AA3BF774340CE72C755184253C0DAF2E208B877434092267ABB114253C070B97E00B87743402E8E1B3CFF4153C04EE4E008B8774340DEABB23CFB4153C0AE901AF8B77743400862D2BAF94153C04E76E108B8774340696003BFF94153C0E775CD8EBA774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4514,0029002,2003,110010029002003,110010029002003,13058,0,109,104,48,41,1,2,0,12,1,0,3,1,39,30,35,0,2,0,0,0,0,3,1,93,39,36,0,2,0,12,1,0,2,1,30,28,31,0,2,0,0,0,0,2,1,37,34,3,3.22639947,485.18000929131506,13056.77542851959,0.00504125,0103000020E6100000010000000B000000CE72C755184253C0DAF2E208B87743402CB5C755184253C06F1D5F45AC7743405BAEC755184253C081DDF82DA0774340AC4271890F4253C0F07E9525A07743409F705B69054253C07B0BC03EA0774340455B67C7F94153C022D75D36A07743400862D2BAF94153C04E76E108B8774340DEABB23CFB4153C0AE901AF8B77743402E8E1B3CFF4153C04EE4E008B877434092267ABB114253C070B97E00B8774340CE72C755184253C0DAF2E208B8774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4515,0029002,2004,110010029002004,110010029002004,12806,0,130,127,55,43,0,10,0,19,1,0,2,0,29,44,42,0,10,0,2,1,0,2,0,112,51,33,0,8,0,17,1,0,2,0,25,41,33,0,8,0,2,1,0,2,0,60,55,5,3.16405296,481.44099839330187,12804.468044818334,0.00494383,0103000020E6100000010000000B000000455B67C7F94153C022D75D36A07743409F705B69054253C07B0BC03EA0774340AC4271890F4253C0F07E9525A07743405BAEC755184253C081DDF82DA0774340C8579651184253C0A3734488917743400B76644D184253C0F521E5D08877434043557D50034253C0D4BF82C888774340D9AD4649FB4153C08589E6D088774340DAEC97CBF94153C0775948D988774340B2E598CBF94153C0399DDFBC9E774340455B67C7F94153C022D75D36A0774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4516,0029002,2005,110010029002005,110010029002005,26390,0,688,589,322,91,11,24,4,137,8,2,4,4,372,184,89,0,24,4,6,3,0,4,1,562,284,73,9,19,4,98,6,2,2,4,277,176,73,0,19,4,6,2,0,2,1,289,245,44,6.52038252,740.9467626140158,26387.051864165514,0.0101881,0103000020E610000001000000150000009B47B315E74153C063F32447A077434019016A5CEB4153C0E3945C36A0774340455B67C7F94153C022D75D36A0774340B2E598CBF94153C0399DDFBC9E774340DAEC97CBF94153C0775948D988774340EF0C99CBF94153C0E67F1ED681774340652235C3F94153C0B83167F574774340B46503BFF94153C0ABEB796F727743403FAC9FB6F94153C07A556AF365774340A4B803BFF94153C08CE1A6615E774340669902BFF94153C0F862F2CA5B774340DDCB35C3F94153C0BAD8A13C597743404FA298CBF94153C0AEBC89254B7743408A0647D4F74153C0F6693D8E4C774340A06688C4F04153C05806FB56517743405B7EA8CDEB4153C0E414C8C7547743404034F4EFE64153C0A8797AF5577743403E6BEC04E74153C081F0A9055C7743409C0AEC04E74153C01AACC7416F774340F055B315E74153C0506C7AFF857743409B47B315E74153C063F32447A0774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4517,0029002,2006,110010029002006,110010029002006,12303,0,113,107,38,55,0,3,0,11,1,0,0,0,22,31,55,0,3,0,1,1,0,0,0,97,34,44,0,3,0,10,1,0,0,0,19,29,44,0,3,0,1,1,0,0,0,44,40,4,3.03987566,475.5624763872882,12301.940335703246,0.00474981,0103000020E6100000010000000E000000DAEC97CBF94153C0775948D988774340D9AD4649FB4153C08589E6D08877434043557D50034253C0D4BF82C8887743400B76644D184253C0F521E5D088774340AA493349184253C0680C6AD67F77434016093349184253C09D372A877C7743409841654D184253C08925681A7A7743408597644D184253C05769243D7277434083ADB0630F4253C08D7DEB4D72774340D7152A87024253C0D3E4EB4D72774340B46503BFF94153C0ABEB796F72774340652235C3F94153C0B83167F574774340EF0C99CBF94153C0E67F1ED681774340DAEC97CBF94153C0775948D988774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4518,0029002,2007,110010029002007,110010029002007,12344,0,159,153,87,35,0,0,0,31,4,0,0,0,85,41,33,0,0,0,0,0,0,0,0,129,73,29,0,0,0,24,1,0,0,0,65,36,28,0,0,0,0,0,0,0,0,46,43,3,3.05002706,476.2202583332586,12343.021609623156,0.00476567,0103000020E6100000010000000A000000B46503BFF94153C0ABEB796F72774340D7152A87024253C0D3E4EB4D7277434083ADB0630F4253C08D7DEB4D727743408597644D184253C05769243D72774340F9A99651184253C053C071A66F774340DFB4C855184253C0C38056D35B774340669902BFF94153C0F862F2CA5B774340A4B803BFF94153C08CE1A6615E7743403FAC9FB6F94153C07A556AF365774340B46503BFF94153C0ABEB796F72774340
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A04,Ward 1,002900,MID-CITY,4521,0029002,2010,110010029002010,110010029002010,11662,0,176,167,107,45,2,6,0,7,1,2,4,0,24,96,43,0,6,0,0,1,1,4,0,167,103,42,1,6,0,6,1,2,4,0,22,92,40,0,6,0,0,1,1,4,0,105,73,32,2.88133588,448.0982419810821,11660.352599132157,0.00450209,0103000020E6100000010000000C0000007B6AF98CF74153C0F8ECEB602A774340997733CAE64153C0FF21F1D835774340057733CAE64153C05A2B8C233C774340662EC9D6E64153C0E60B974E517743404034F4EFE64153C0A8797AF5577743405B7EA8CDEB4153C0E414C8C754774340A06688C4F04153C05806FB56517743408A0647D4F74153C0F6693D8E4C7743404FA298CBF94153C0AEBC89254B7743401AB667C7F94153C07248CA792C7743406AD5E77BF94153C0D19DFD08297743407B6AF98CF74153C0F8ECEB602A774340
"['LAYC Career Academy PCS', 'The Family Place PCS', 'Youthbuild PCS']",0.0,0.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A05,Ward 1,002802,MID-CITY,4406,0028022,2000,110010028022000,110010028022000,24242,0,568,548,273,135,6,22,0,112,9,5,1,0,181,216,134,3,22,0,1,6,4,1,0,484,251,117,4,19,0,78,7,4,1,0,129,207,117,3,19,0,1,5,3,1,0,274,261,13,5.9909081,871.7435728227154,24244.34490612631,0.00936079,0103000020E6100000010000001300000025AE1DF1174253C048CDDF9936774340CF40C855184253C0AE9C56063B77434005B02B5E184253C0E43CBAB44777434064CAFBA01A4253C07FA62AC148774340C3A6F314254253C0CB5135AF50774340C5F71930344253C034ED7E835C774340EDF8EBA33F4253C0B9A26B5C657743408E641C074A4253C003FB2E856D774340F17010CB524253C09EB1AE2374774340CC1D2F55554253C0A62A8E3C76774340A97F2E55554253C0DFDEDE5F6A774340AE1D925D554253C0E9A9E7EB5F7743403B2E4BAE4A4253C0D823ABC3577743407582065C434253C033A8870F527743405018337F384253C0685F6EB449774340D6987A29284253C0B74F6E0E3D774340A8DE98981A4253C0472F04BC32774340A2017B0E184253C0909D4E533177434025AE1DF1174253C048CDDF9936774340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'LAYC Career Academy PCS', 'The Family Place PCS', 'Youthbuild PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A05,Ward 1,002802,MID-CITY,4407,0028022,2001,110010028022001,110010028022001,17173,0,772,720,288,78,19,30,0,305,11,4,8,3,522,138,71,2,30,0,0,7,0,3,1,621,246,71,14,26,0,221,8,4,6,1,388,134,66,0,26,0,0,5,0,3,1,332,295,37,4.36008227,770.8661820766889,17644.626943194184,0.00681263,0103000020E6100000010000000E000000C878F930234253C0D98174EF2A7743405CF754604A4253C0B0B282E2497743403B2E4BAE4A4253C0D823ABC357774340AE1D925D554253C0E9A9E7EB5F7743401D50925D554253C023A0C6485C7743402D1EF565554253C0514DF2E054774340F951F565554253C0D9012CA9407743406FA17FED4C4253C0F30C033D3A774340BB8CFC884B4253C0221E92303977434024E214DF3C4253C09B481DDA2D774340A78966613B4253C0118D599B2C774340C72D9BA0394253C09C6CA4322B77434018545F67274253C0B6E37E4B1D774340C878F930234253C0D98174EF2A774340
"['LAYC Career Academy PCS', 'The Family Place PCS', 'Youthbuild PCS']",0.0,0.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A05,Ward 1,002802,MID-CITY,4408,0028022,2002,110010028022002,110010028022002,17321,0,303,276,122,123,0,15,1,15,14,13,4,1,60,91,119,0,15,0,0,12,7,3,0,287,115,121,0,15,1,13,11,11,4,1,56,84,117,0,15,0,0,9,7,3,0,205,197,8,4.10238492,821.8365124224712,16601.762757469427,0.00640998,0103000020E61000000100000012000000CC227586184253C0379D3F4F15774340753D085F184253C01D4F4F201A774340F7CB0730184253C005FD3B492077434037FC7323184253C071B227222977434017C17223184253C0F4F90F6D2D774340B4D0DD16184253C05CB2B52D30774340A2017B0E184253C0909D4E5331774340A8DE98981A4253C0472F04BC32774340D6987A29284253C0B74F6E0E3D7743405018337F384253C0685F6EB4497743407582065C434253C033A8870F527743403B2E4BAE4A4253C0D823ABC3577743405CF754604A4253C0B0B282E249774340C878F930234253C0D98174EF2A77434018545F67274253C0B6E37E4B1D774340C10044021A4253C0E03F931513774340BABFDB96184253C07AE4A90E12774340CC227586184253C0379D3F4F15774340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'LAYC Career Academy PCS', 'The Family Place PCS', 'The Next Step/ El Prόximo Paso PCS', 'Youthbuild PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A05,Ward 1,002802,MID-CITY,4409,0028022,2003,110010028022003,110010028022003,37515,0,202,199,7,153,0,3,0,36,2,2,1,0,47,2,150,0,3,0,0,0,0,0,0,106,6,68,0,3,0,29,0,0,0,0,34,2,67,0,3,0,0,0,0,0,0,48,18,30,9.06339683,799.5770879893895,36678.26568194147,0.01416156,0103000020E610000001000000140000001B1E945D1C4253C0572741A6E2764340335D46D4164253C001D70864E37643408CD8ACFF164253C0A4C5E181E67643403B31D53A174253C06EFFC65FEB764340B3F7BB84174253C0DFF08D24EF7643404811D420184253C050484C89F67643406B745D58184253C0F942EAA8FB764340A12D2C69184253C0BF3E2BA3FF7643408E8FDC74184253C0F898EBC201774340C557CDA0184253C0C854DC110D774340BABFDB96184253C07AE4A90E12774340C10044021A4253C0E03F93151377434018545F67274253C0B6E37E4B1D774340C72D9BA0394253C09C6CA4322B774340A78966613B4253C0118D599B2C77434042BB3C483B4253C07BE0FC08297743407E3CD7F8384253C068A4A6FAFB7643407BDBF2A4384253C017157DF7F47643402F20EE8B374253C0AED5635FDF7643401B1E945D1C4253C0572741A6E2764340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'LAYC Career Academy PCS', 'The Family Place PCS', 'The Next Step/ El Prόximo Paso PCS', 'Youthbuild PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A05,Ward 1,002802,MID-CITY,4410,0028022,2004,110010028022004,110010028022004,40658,0,47,46,25,13,3,1,0,4,1,0,0,0,10,22,12,1,1,0,0,1,0,0,0,46,24,13,3,1,0,4,1,0,0,0,10,21,12,1,1,0,0,1,0,0,0,19,13,6,10.04170612,825.3855636135067,40637.342908597,0.01569017,0103000020E6100000010000001B000000CC517EDE404253C097292E42DE7643402F20EE8B374253C0AED5635FDF7643407BDBF2A4384253C017157DF7F47643407E3CD7F8384253C068A4A6FAFB76434042BB3C483B4253C07BE0FC0829774340A78966613B4253C0118D599B2C77434024E214DF3C4253C09B481DDA2D774340BB8CFC884B4253C0221E9230397743406FA17FED4C4253C0F30C033D3A7743409252EC9C524253C0DC7771502877434059E6D572534253C048E5E7D2257743407B46AAF0534253C0520AB11E24774340334FE961544253C0932C7C6A22774340129120E8544253C0678EAB272077434062BA2E55554253C03F4FDBE41D774340B5842D55554253C0409C8AED1B774340E9F0915D554253C0C061AE3D197743404ADE8287554253C0938B900106774340186B7B9C554253C0A89B66C1F1764340B65D7B9C554253C05836B32AEF764340ADE7D572534253C0CF6EC57FE77643409EDD2DE0514253C0D39C3439E2764340A015DA16514253C06AAFE513DF7643402BDCB3384F4253C05FE8810BDF7643408C1B77994D4253C0E089BBFADE764340FF06F45A424253C0E4866E2BDE764340CC517EDE404253C097292E42DE764340
"['Columbia Heights Education Campus 6–8 (CHEC)', 'Columbia Heights Education Campus 9–12 (CHEC)', 'LAYC Career Academy PCS', 'The Family Place PCS', 'Youthbuild PCS']",0.0,1.0,1.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A05,Ward 1,002802,MID-CITY,4411,0028022,2005,110010028022005,110010028022005,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62300981,273.5936452176057,2521.231244305359,0.00097345,0103000020E6100000010000000B000000129120E8544253C0678EAB2720774340334FE961544253C0932C7C6A227743407B46AAF0534253C0520AB11E2477434059E6D572534253C048E5E7D2257743409252EC9C524253C0DC777150287743406FA17FED4C4253C0F30C033D3A774340F951F565554253C0D9012CA94077434059C9F465554253C01B85A4943D774340E4D7266A554253C09EA09CCB3A77434062BA2E55554253C03F4FDBE41D774340129120E8544253C0678EAB2720774340
