objectid,fromdate,geography,latitude,longitude,address,ward_name,nbh_cluster_names,comp_plan_area,crash_type,crash_on_interstate,scanner_audio_missing,scanner_audio,crash_category,national_park,boundary_street
198357767,2021-02-24,0101000020E61000004F954F85E54253C0542DD9ACF37A4340,38.960639,-77.04529,BEACH DR & MILITARY RD,Ward 4,Rock Creek Park,ROCK CREEK WEST,Cars Only,0,,,MPD Only,0,0
198356024,2021-02-11,0101000020E6100000712B1B629A4353C026597E72147A4340,38.953826,-77.05643,2801 DAVENPORT STREET NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,Cars Only,0,,,MPD Only,0,0
198357797,2021-02-21,0101000020E610000075458B03674253C0C51921CF61704340,38.87798,-77.03754,14TH STREET SW,Ward 2,"National Mall, Potomac River",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198351641,2021-02-05,0101000020E61000005D746580384053C02F4276522B6E4340,38.860575,-77.003529,SOUTH CAPITOL STREET & FIRTH STERLING AVENUE SE,Ward 8,Joint Base Anacostia-Bolling,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198361706,2021-02-17,0101000020E61000005D746580384053C02F4276522B6E4340,38.86069,-77.003446,SOUTH CAPITOL STREET & FIRTH STERLING AVENUE SE,Ward 8,Joint Base Anacostia-Bolling,LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198359342,2021-02-25,0101000020E61000000C69B424B44053C0266976FC1A694340,38.821132,-77.010932,4680 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198357649,2021-02-21,0101000020E61000000FE053E9473D53C0534CB79E30704340,38.876437,-76.957538,34TH STREET SE & MASSACHUSSETTS AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD and DCFEMS,0,0
198351829,2021-02-04,0101000020E61000002DE2C4EE4B3D53C0A3DBE7735F754340,38.916854,-76.957706,3500 NEW YORK AVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,1,,,MPD Only,0,0
198353581,2021-02-10,0101000020E61000000EEA76FD664353C0B345A298917C4340,38.973213,-77.053424,6310 OREGON AVENUE NW,Ward 4,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,Cars Only,0,,,MPD and DCFEMS,0,0
198350157,2021-02-03,0101000020E6100000EBEA9990D93B53C08144393CA9744340,38.91143,-76.935194,1600 KENILWORTH AVENUE NE,Ward 7,"Eastland Gardens, Kenilworth",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198354593,2021-02-11,0101000020E6100000E9792113434253C069ED331D82704340,38.878895,-77.035334,INTERSTATE 395 INTERSTATE BN,Ward 2,"National Mall, Potomac River",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198351921,2021-02-05,0101000020E61000001840C25B7E4353C073BB27733D7B4340,,,2607 MILITARY ROAD NW,Ward 4,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,Cars Only,0,,,MPD Only,0,0
198360398,2021-02-28,0101000020E6100000CDAC3824123E53C0096B7D2A62704340,38.877988,-76.969855,1900 ANACOSTIA DRIVE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198356091,2021-02-17,0101000020E6100000B6DBEF30294153C027CA9D3174684340,38.81587,-77.018391,SHEPHERD PARKWAY SW & BLUE PLAINS DRIVE SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198353323,2021-02-09,0101000020E61000006F914D9E673F53C03A2C9A11236C4340,38.844814,-76.990683,1205 ALABAMA AVENUE SE,Ward 8,Saint Elizabeths,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198356025,2021-02-10,0101000020E6100000870514AD673F53C0B8BF6DA0236C4340,38.844795,-76.990684,OAK DRIVE SE & SYCAMORE DRIVE SE,Ward 8,Saint Elizabeths,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198355838,2021-02-16,0101000020E6100000910476EA0F4153C0552D91F64F694340,38.822745,-77.016594,INTERSTATE 295 INTERSTATE BN,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198350253,2021-02-03,0101000020E6100000EBC776F5164453C084D3AAC0787C4340,38.972393,-77.063976,6236 UTAH AVENUE NW,Ward 4,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,Car/Pedestrian,0,,,MPD and DCFEMS,0,0
198359174,2021-02-27,0101000020E610000028A89C74773E53C03E555720B26B4340,38.841049,-76.976051,1800 VALLEY TERRACE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198357520,2021-02-24,0101000020E610000070381C57733E53C02EE6C40AAA6B4340,38.841139,-76.975813,1900 SOUTHERN AVE,Ward 8,"Douglas, Shipley Terrace",,Cars Only,0,,,MPD and DCFEMS,0,0
198353515,2021-02-09,0101000020E610000081923F39034053C0AC902C67856E4340,38.863323,-77.000302,INTERSTATE 295 SOUTHBOUND & SUITLAND PARKWAY SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,,MPD and DCFEMS,0,0
198354816,2021-02-10,0101000020E6100000B25E2E93E63E53C007A5F82AF66A4340,38.835639,-76.982833,1310 SOUTHERN AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198353454,2021-02-07,0101000020E61000009904ACF1884053C0A69E3FC22B6C4340,38.845077,-77.008346,INTERSTATE 295 INTERSTATE BN,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198356120,2021-02-18,0101000020E61000004800F4138A4053C0B6FC9677156C4340,38.844391,-77.008321,20 MACDILL BOULEVARD SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198356127,2021-02-18,0101000020E61000002F6A9169B73D53C0D3E58ADBAB704340,38.880009,-76.964319,"EAST CAPITOL & I295NB
UNITED STATES",Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198357765,2021-02-23,0101000020E61000006B62B6F1934253C0C988C010A8714340,38.887915,-77.040271,INDEPENDENCE AVENUE SW & 17TH STREET SW,Ward 2,"National Mall, Potomac River",CENTRAL WASHINGTON,Cars Only,0,,,MPD Only,0,0
198356064,2021-02-17,0101000020E610000080A658E4AF3F53C0171454F1966E4340,38.864005,-76.995122,INTERSTATE 395 INTERSTATE BN,Ward 8,"Sheridan, Barry Farm, Buena Vista",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198356087,2021-02-17,0101000020E610000045ED9D2AAE3F53C0A884553FB86E4340,,,850 HOWARD ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198354841,2021-02-12,0101000020E6100000ECAA54F5973E53C0A8ED239FA76D4340,38.85667,-76.978092,2423 18TH PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198354856,2021-02-12,0101000020E61000005194C63F173D53C0330917EB8F754340,38.91839,-76.954496,3600 NEW YORK AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,1,,,MPD and DCFEMS,0,0
198357604,2021-02-20,0101000020E6100000AE7E96B6FC3C53C091427BA7BD754340,38.91983,-76.952919,2410 MARKET STREET NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD and DCFEMS,0,0
198360346,2021-02-28,0101000020E61000005485BE43753D53C01B1431760B724340,38.890967,-76.96028,112 33RD STREET NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198354823,2021-02-12,0101000020E610000066496D14C53C53C096E4F37A1E714340,38.883635,-76.949735,421 37TH PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198353322,2021-02-02,0101000020E6100000C337F954443C53C0CB2B42F531704340,38.876527,-76.941662,800 RIDGE ROAD SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198353435,2021-02-07,0101000020E61000006CFBCD319C3C53C05A7C548F1F714340,38.883752,-76.947031,4000 ELY PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198359316,2021-02-23,0101000020E610000072E35302803C53C0DFF5F9661F714340,38.883775,-76.945311,4048 ELY PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198354775,2021-02-06,0101000020E6100000B4235B45473C53C08397DDA70A714340,38.88312,-76.941829,4350 TEXAS AVENUE SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198350203,2021-02-03,0101000020E610000037E65C48603D53C0C59AD589EB714340,38.889609,-76.958883,I295S AND EAST CAPITOL ST SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD and DCFEMS,0,0
198357799,2021-02-20,0101000020E61000002759D5F8703D53C0D5A2FF50EA714340,,,3300 EAST CAPITOL STREET NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198351700,2021-02-03,0101000020E61000005B12BCFF523F53C07B1CD769776D4340,38.855115,-76.98944,2500 POMEROY ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198355843,2021-02-16,0101000020E6100000100902B4EE3E53C08C23F3FE396D4340,38.853343,-76.98326,STANTON ROAD SE & SUITLAND PARKWAY SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198357592,2021-02-19,0101000020E610000090B9CFE9F23E53C097585BD4436D4340,38.853794,-76.983412,3036 STANTON ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198350169,2021-02-01,0101000020E6100000D4A8E663933F53C07FCA27D69C6D4340,38.856333,-76.993447,2658 SHERIDAN ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198356063,2021-02-17,0101000020E610000049483821733F53C04ECAAEB4A66D4340,38.856622,-76.991565,2800 DOUGLAS PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198357794,2021-02-24,0101000020E6100000EBD14D4A933F53C0662A45A39B6D4340,38.856276,-76.993641,2710 SHERIDAN ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198359175,2021-02-26,0101000020E6100000836A3C661A4053C0AEB294F749794340,38.947562,-77.001609,4900 BATES ROAD NE,Ward 5,"North Michigan Park, Michigan Park, University Heights",UPPER NORTHEAST,Cars Only,0,,,MPD and DCFEMS,0,0
198351694,2021-02-03,0101000020E6100000931C33A3EE3E53C06BFE16BF396D4340,38.853327,-76.983282,SUITLAND PARKWAY SE & STANTON ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198356145,2021-02-18,0101000020E610000016FF1A7EEE3E53C041B88532396D4340,38.853319,-76.983246,3038 STANTON ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198356154,2021-02-19,0101000020E610000033FC3BD0ED3E53C0385E8696396D4340,38.853339,-76.983279,SUITLAND PARKWAY & STANTON ROAD,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198356144,2021-02-18,0101000020E6100000E904E840F33F53C0E13F1AD6BE794340,38.95116,-76.99968,414 FARRAGUT STREET NE,Ward 5,"North Michigan Park, Michigan Park, University Heights",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198351715,2021-02-02,0101000020E61000004D5FDB1E954553C0964EE5637D764340,38.92543,-77.087323,4416 EDMUNDS STREET NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,Cars Only,0,,,MPD and DCFEMS,0,0
198359475,2021-02-24,0101000020E610000002770BE9A83F53C00BA59745B76A4340,38.833709,-76.994685,3835 8TH STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198354849,2021-02-12,0101000020E61000009534FC8AF03B53C0BFEE200DFE704340,38.882788,-76.93662,4434 FALLS TERRACE SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198356072,2021-02-12,0101000020E61000000398F8C65C4053C09C79DE715E694340,38.823163,-77.005759,4721 1ST STREET SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198353558,2021-02-09,0101000020E61000007FE5D8F5AF4053C0112F0E1ED9684340,38.81915,-77.01074,100 JOLIET STREET SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198354571,2021-02-10,0101000020E61000004333679A483D53C07B5BA9109C6D4340,38.856493,-76.957434,3364 ERIE STREET SE,Ward 7,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD and DCFEMS,0,0
198354817,2021-02-11,0101000020E61000006A218462DB4053C0162A766B946A4340,38.832696,-77.013492,INTERSTATE 295 INTERSTATE BN,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198357627,2021-02-20,0101000020E6100000C0B614698F4053C03A42CB0FA06A4340,38.83288,-77.008387,3900 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198359370,2021-02-27,0101000020E6100000F532AFCE934053C02DA8D4B1906A4340,38.832412,-77.008767,3900 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198355825,2021-02-15,0101000020E61000006D544349034153C06476300C096A4340,38.828454,-77.015824,190 CHESAPEAKE STREET SW,Ward 8,Joint Base Anacostia-Bolling,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198360369,2021-02-28,0101000020E6100000B0F7D922B44153C0B66917F8F37C4340,38.976185,-77.026579,7111 GEORGIA AVE NW,Ward 4,Walter Reed,ROCK CREEK EAST,Cars Only,0,,,MPD Only,0,0
198362040,2021-02-26,0101000020E6100000E0280981EE3F53C0393053C5776E4340,38.86298,-76.998915,INTERSTATE 295 INTERSTATE BN,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,1,,,MPD Only,0,0
198353448,2021-02-07,0101000020E61000003D8C3D23463D53C00DD2C1ECC0754340,38.920006,-76.957335,2200 SOUTH DAKOTA AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198354836,2021-02-12,0101000020E61000000F2AC7E24A3D53C0C31AEDFBC7754340,38.92006,-76.9578,2200 SOUTH DAKOTA AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198357827,2021-02-24,0101000020E6100000709B4C10653D53C0EBF414E3EA754340,38.920992,-76.959538,2300 SOUTH DAKOTA AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198356122,2021-02-18,0101000020E610000055795D9EC93F53C0B830A907D86D4340,38.858127,-76.996477,2638 BIRNEY PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198359459,2021-02-25,0101000020E61000004FA795E9593F53C052DA4533B76A4340,38.833702,-76.989867,4137 WHEELER ROAD SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198357641,2021-02-20,0101000020E61000003ACAAC3C4E3E53C054D2565AD56D4340,38.85805,-76.97354,2301 AINGER PLACE SE,Ward 8,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198351800,2021-02-02,0101000020E6100000DCBF19345B3D53C02511F2ED4E714340,38.885131,-76.95869,3320 DUBOIS PLACE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198356137,2021-02-16,0101000020E6100000DA05F7A4AF4053C0AC5E1CF6CC6E4340,38.865621,-77.010735,1900 HALF STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198354941,2021-02-14,0101000020E6100000AC3E28ED7B3F53C0D3FACADBE36A4340,38.835056,-76.991957,4000 WHEELER ROAD SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198357577,2021-02-19,0101000020E61000001E6A4916B44053C06B16FFBA19694340,38.821096,-77.010867,4680 MARTIN LUTHER KING JR AVENUE SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198356007,2021-02-13,0101000020E61000000859D379C63B53C0A0D2976BBE744340,38.91199,-76.933868,1615 KENILWORTH AVENUE NE,Ward 7,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198359191,2021-02-25,0101000020E61000008FFE7C9AC43B53C0933B4A48BE744340,38.912029,-76.933898,1600 EASTERN AVENUE NE,Ward 7,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198357646,2021-02-20,0101000020E6100000295D1475604053C0BB58AAA06C6A4340,38.831432,-77.005651,3930 1ST STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198357784,2021-02-24,0101000020E6100000448ACB977F4053C04CDC0B70F56A4340,38.835671,-77.00799,3800 SOUTH CAPITOL STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198360336,2021-02-28,0101000020E61000001C7F42C8814053C0D233C3B9796A4340,38.831832,-77.007919,3920 SOUTH CAPITOL STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198351952,2021-02-06,0101000020E61000007FEBE1BEAA4053C0FF603480116A4340,38.828675,-77.010419,145 CHESAPEAKE STREET SW,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198356011,2021-02-11,0101000020E61000004061B080DC3B53C0EFC1AC543B714340,38.884618,-76.935321,4665 BENNING ROAD SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198357828,2021-02-24,0101000020E6100000E99BFAF96C3C53C066B07710D26E4340,38.865766,-76.944134,4100 SOUTHERN AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD and DCFEMS,0,0
198351937,2021-02-04,0101000020E61000006F635E6C0D4153C0BFB34DF2FB764340,,,110 IRVING STREET NW,Ward 5,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ROCK CREEK EAST,Car/Pedestrian,0,,,MPD and DCFEMS,0,0
198353552,2021-02-07,0101000020E610000044A3779A1F3F53C07A6C690C9D6A4340,38.832738,-76.986083,1310 SOUTHERN AVENUE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198360345,2021-02-28,0101000020E6100000414230AF2B3F53C008FA712F956A4340,38.83267,-76.987039,1010 SOUTHERN AVENUE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198357687,2021-02-21,0101000020E6100000AEE41900783C53C017992DAF1B6F4340,38.868165,-76.944991,4034 ALABAMA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198354814,2021-02-11,0101000020E6100000EBE094A2873C53C0CEF55DACDE6E4340,38.866163,-76.94587,1638 FORT DUPONT STREET SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198357596,2021-02-19,0101000020E61000001C642784533F53C0F4DFA3D7AE6A4340,38.833455,-76.989468,4201 WHEELER ROAD SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198353410,2021-02-06,0101000020E61000003AEB8ECD2F3C53C050E8216C316F4340,38.868776,-76.940527,4300 SOUTHERN AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198356098,2021-02-16,0101000020E6100000793973B7403C53C04445F610176F4340,38.86792,-76.941494,4242 SOUTHERN AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
198357749,2021-02-21,0101000020E6100000DBA19C674B3F53C07600E69F586A4340,38.830821,-76.988974,912 SOUTHERN AVENUE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198359421,2021-02-27,0101000020E610000027DA49AF373F53C03485CC20B56D4340,38.857131,-76.987805,2603 DOUGLAS PLACE SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198350275,2021-02-03,0101000020E6100000E325087A2F3F53C02C13DB61DF6D4340,38.85828,-76.987365,1449 HOWARD ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198356113,2021-02-18,0101000020E6100000D7FEEA95DA3F53C08D0A4128406B4340,38.837852,-76.99769,600 BLOCK OF MISSISSIPPI AVE SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198351797,2021-02-02,0101000020E6100000E60F752CD33F53C0EAE73A1FF46D4340,38.859028,-76.997299,2645 WADE ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198359461,2021-02-25,0101000020E6100000AD2AC7DDC33F53C0CD643669126E4340,38.859912,-76.996298,2600 WADE ROAD SE,Ward 8,"Sheridan, Barry Farm, Buena Vista",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD Only,0,0
198357503,2021-02-22,0101000020E61000004F547F70D43F53C0CE40FA5F406A4340,38.829889,-76.997339,637 BRANDYWINE STREET SE,Ward 8,"Congress Heights, Bellevue, Washington Highlands",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,,MPD and DCFEMS,0,0
198354898,2021-02-13,0101000020E6100000F8801618483D53C0DF93C7C8BF764340,38.92772,-76.957523,3100 FORT LINCOLN DRIVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198354903,2021-02-13,0101000020E6100000CA613AE4343D53C00D5EC751CA764340,38.928001,-76.956401,3500 COMMODORE JOSHUA BARNEY DRIVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198354906,2021-02-13,0101000020E61000002D429F08333D53C0F814D331C6764340,38.927854,-76.956407,3500 COMMODORE JOSHUA BARNEY DRIVE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,,MPD Only,0,0
198123667,2021-02-22,0101000020E6100000F3524D85E33C53C05006CFDDCC6E4340,38.865602,-76.951396,3833 PENNSYLVANIA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,,MPD Only,0,0
