nbh_cluster_names,geography,area_in_km2,area_in_m2,total_pop_2010,pct_white_2010,pct_black_2010,pct_hispanic_2010,pct_asian_2010,total_pop_2019,num_households,num_households_w_car,pct_households_w_car,fagi_per_capita_2015,daily_riders,num_peds_struck,num_peds_killed,peds_under_12,peds_over_65,peds_struck_by_oos_drivers,ped_strike_driver_ticketed,ped_strike_ped_ticketed,avg_aadt_ped_accidents,avg_road_width_ped_accidents,avg_local_road_width_ped_accidents,avg_arterial_road_width_ped_accidents,avg_speed_limit_ped_accidents,peds_struck_near_schools,peds_struck_on_local_roads,peds_struck_on_local_roads_outside_intersections,peds_struck_on_local_roads_at_arterial_intersections,peds_struck_on_local_roads_at_local_intersections,peds_struck_on_collectors,peds_struck_on_collectors_outside_intersections,peds_struck_on_collectors_at_arterial_intersections,peds_struck_on_minor_arterials,peds_struck_on_principal_arterials,peds_struck_on_any_arterial,peds_struck_on_any_arterial_outside_intersections,num_bicyclists_struck,num_bicyclists_killed,bikers_under_18,bikers_over_65,bikers_struck_by_oos_drivers,bike_strike_driver_ticketed,bike_strike_biker_ticketed,avg_aadt_bike_accidents,avg_road_width_bike_accidents,avg_local_road_width_bike_accidents,avg_arterial_road_width_bike_accidents,avg_speed_limit_bike_accidents,bikers_struck_near_schools,bikers_struck_on_local_roads,bikers_struck_on_local_roads_outside_intersections,bikers_struck_on_local_roads_at_arterial_intersections,bikers_struck_on_local_roads_at_local_intersections,bikers_struck_on_collectors,bikers_struck_on_collectors_outside_intersections,bikers_struck_on_collectors_at_arterial_intersections,bikers_struck_on_minor_arterials,bikers_struck_on_principal_arterials,bikers_struck_on_any_arterial,bikers_struck_on_any_arterial_outside_intersections,num_311_requests,num_311_requests_granted,total_road_km,avg_aadt,avg_road_width,avg_local_road_width,avg_collector_road_width,avg_minor_arterial_road_width,avg_major_arterial_road_width,avg_arterial_road_width,avg_speed_limit,avg_local_road_speed_limit,avg_collector_road_speed_limit,avg_minor_arterial_road_speed_limit,avg_major_arterial_road_speed_limit,avg_arterial_road_speed_limit,avg_block_len_meters,local_blocks_km,collector_blocks_km,minor_arterial_blocks_km,principal_arterial_blocks_km,arterial_blocks_km
"Brightwood Park, Crestwood, Petworth",0103000020E6100000010000004901000057F15891114153C06DCDFE412979434026A5FE960F4153C0555785972E7943401FD0B3420D4153C0E760FADD3479434061F87BDF0A4153C04ED102483B7943404929C100094153C0B88D1F4E407943409114D4AC064153C09D1D199746794340BE9E0D76034153C066E640444F794340A94EAA06004153C0BE7B428658794340D3725956FD4053C0585E9CC55F794340852EE86DFA4053C0CB4E69A4677943405DC25F20F74053C0B237499370794340EFEB0CD1F14053C020E8C1DA7E794340A0B8DC71EE4053C0E154D0F3877943409E4A58DCEC4053C0A7A1BA3B8C794340137597FAE94053C015DD700594794340D976ED91E64053C013855A199D794340F383431AE34053C0076C4574A6794340559376D3DF4053C0136AF34AAF7943406B2C4089DC4053C01796D91DB87943406DAE8F20D94053C045339741C1794340B9FCCF8FD44053C077EE7B92CD7943407A46E5C3CE4053C0C5C9F626DD794340461CAAACCB4053C029F7E97BE5794340CC9499ACC64053C0B1466100F3794340A6A61A53C04053C0C4B52002047A4340B980CEABBE4053C0944E7F76087A43403F602FE3BB4053C0709FFDEF0F7A4340B93A7A83BA4053C0F09B659E137A434002C50A6DB64053C0907CC4C41E7A4340F426E22FB24053C0AD5D10262A7A4340C927AC1CB04053C05658D8B82F7A434006492E17AC4053C0D268DAAB3A7A434006B043CFA84053C0B446C58D437A43401A7F0DC5B44053C017030F464B7A43406E7FCA90B84053C084E4FCF04D7A43401213FA4EBE4053C0A42441BD517A4340C0A2579ECE4053C08598845A5C7A43402C921A4CDA4053C032575B07647A43401C948D99DF4053C03F463E84677A4340DB1F7C8DE74053C0CA50EAAE6C7A43406B043D2EF54053C089A55347757A434094BC7F64FD4053C04017B5F77A7A4340F99A436D034153C00769B6F57E7A43403381834A0C4153C0C8132ABB847A43401CE25E7E124153C0AD226ADD887A43401C9F798C184153C0837F3FC98C7A434092615B831F4153C0D81FF355917A43406B6CE73A294153C08B63BBBA977A4340EA814851304153C00A273D549C7A434088C06505364153C0583F300EA07A4340D254CB843D4153C095E0C5FDA47A4340E739D868444153C09A00DA7FA97A4340E02A3A04474153C0C17ACFA1AA7A4340C0D41698534153C025658666B37A43400799E28A634153C08456F0C2BD7A4340313674AB694153C022F0E6CFC17A4340FCEC6386714153C0E5878DF9C67A4340FFF921967B4153C01E34517FCD7A4340E2A0F577874153C0BC826051D57A43406E3644938E4153C079356CE5D97A4340862954649E4153C00EC3EB49E47A4340E2D399C2AA4153C0B517E268EC7A4340F22C13CBB14153C05555CEF6F07A4340E660FCC3B64153C0C446692CF47A43406BD4FB61BD4153C06EF04289F87A43405C4F7F4CCB4153C0AD62519E027B43405DE72CF4CA4153C0871F17DD0A7B4340E211A1CED54153C0BCCDE2330E7B4340DFEF2993D94153C01FAC24190F7B4340B016DACEDE4153C070787ADC0F7B4340D959AD8FE64153C0EB204197127B4340DC346510ED4153C03FBF3252157B434087CD9491F84153C020EE6770187B4340DD93BA92034253C01B20A88E1B7B434075F2AA530C4253C0ADFE34491E7B434058D8BE94164253C068A58A03217B4340E50BC695204253C022E2E859237B43409146AF16294253C0E6F77DB0257B43401CB1A817324253C04629ED6A287B4340E5D17418394253C0DD6DA2252B7B434068415BD9404253C038B332442E7B4340A363155A474253C0AC750B37307B4340782AF35A4E4253C0E12FA7B9337B4340F14C61E7564253C05BEDC153377B434074930D9C574253C0B3C1E19F377B4340B1F1C19C5D4253C08566B7F6397B4340D70F609D624253C0D13DB94D3C7B4340FED5FE9D674253C03AF3B6A43E7B434016A0AA1E6D4253C014DC98FB407B434018E73F9F714253C028CEAA52437B434095A2E7DF764253C0CDFE9AA9457B4340A4315F607B4253C00C38C670467B4340CA26C8207F4253C0FDB71538477B4340390C5CCA8A4253C06436A168487B43400D53FCB9854253C03C83FA3FFC7A4340F268F764854253C049CAAD78F97A43401BCD4196844253C0116EA01FF67A434012D36F60834253C0B2C50616F37A434080F70C38814253C00984D9B7EF7A4340B8305B6F7E4253C0820B05D9E97A4340BCB0CC0B7B4253C0E01B9F7EE07A4340DCD5437B794253C09D6AEE64DA7A4340621CEFA7774253C0F359CCAAD27A4340CE611EEA774253C0E5C56C58CB7A4340A2FC874C7B4253C04D93A96DC47A43404BB867617D4253C01CE195E2BB7A4340B566506B7E4253C0E0F4A716B07A43407F02F2B77F4253C0989FCDB2A47A4340C33DD9C1804253C03D6DDFE6987A4340798DCB41814253C0C95F2119907A4340ED6CB21C824253C058FCFC988C7A4340BB147A82824253C0FB13D5DF877A4340DE625D1C824253C04FFCB726837A4340284157F1804253C0EE5E18C07E7A4340BE83A39B7F4253C04867C8D77B7A43401EB481EF7D4253C073E6DF65797A43407E6F98457C4253C005B6E2BB777A4340277740B8624253C07E2364B4627A4340B755B379624253C09CF6E627F37943405205E3F1994253C03CDC369294794340889E3D6CB84253C043BCE5CF5F794340BF285219BC4253C0BE4E7D9859794340B2A38F36C04253C00B22A0F95079434037FBCD96C34253C073245E784879434016F31E21D04253C091D50ED72A7943408B6D94B5D74253C0D828301F1A7943401884B729DC4253C010DD893710794340209BE91BE24253C0C6B7FC59057943409B29EA75E94253C0510F5BC7F6784340D31A2A66EF4253C0B632DE00EB78434091C91C66F14253C01FD3EEFBE678434077F55555F44253C032060D6BE478434021C63101F64253C0E2F6CCF8E1784340A799D2B2F74253C04E498E02DE7843402434B1CDF84253C081B2C85CD9784340C8266A2DF94253C08AB2AC27D77843403021B966F94253C0DB6C3E98D37843401951054DF94253C0D0F57936D1784340AEEFE44EFA4253C0C63CEB8ACE78434015B06D12FB4253C0A0F19A79CC784340C0470CA8FB4253C0D273F644CA7843408236FDFAFB4253C05D82B27BC878434068054ED2FD4253C062097BD0C6784340330EBCA4FF4253C05530AB29C5784340214FBB42024353C0DFB658CAC2784340459600A9044353C00ABB36E8BF784340483C2884064353C0BFA47020BC78434054F3FB75074353C02A5020DEB87843409F53F6FA074353C099392D62B5784340CA51D212084353C0AD7AA168B2784340A9E2F5AA074353C04EC0F2169F784340216BB862094353C0B8588BA09D784340A9963B3F0B4353C00295DC8A9B784340C018EFCF0C4353C07BB33FEE987843403F02DF350E4353C0F429D7D295784340055C14F90F4353C05417E4DC91784340E0710EBA104353C0EE34E1EB8F78434074FBC90A144353C0A39B790B86784340980220D9144353C0A1C346018378434061C400EA154353C02141CAAA7D784340BECCD519174353C0C6776E067B78434057D11136184353C0B436842A77784340601F98CC184353C0B10A810974784340B251E305194353C040BB0F7A7078434001C73ACC184353C0AF1CADEA6C784340127F02D1174353C005B1EF6768784340D6249901184353C00A731D8362784340694C9B3E194353C01EE8EFAA58784340D6B0E975194353C042E5048F55784340737F2F9C194353C08C482D1B4B7843405CBD4863194353C0268EF5214778434047E00F68184353C03E1C389F42784340F693BFC1184353C0093D272C3F7843409F49F40D194353C0368EC4D43C7843406D6CBD44194353C053628DB23278434080AB940C194353C018D00E2F2F7843409E5586A8174353C055315B2124784340721517E0154353C075C2449B167843402819DDD8134353C0D24C1A050B784340826D2CC9124353C0FD36DFFC0678434037A81A030C4353C0B6CAB9C9F3774340334278D9FB4253C0CCA47B3CC577434098BB8754F94253C0BDF46618BD7743409195C4CCF64253C0D21B3306BF774340E30FBF4DF24253C0A58815B7C2774340A02A1AC1ED4253C0A027308BC6774340404ED596E84253C0B35C64C9CA774340D315C547E24253C0640F64ECCD77434002599E7BDC4253C00EB236ABCE774340B3C69553D54253C00484F1B7CE774340B03EBB16CE4253C088F3CAB1CE774340B27A9DC4C64253C00F0E48E4CE7743406287941EC24253C005E56788CF774340B7E936C3BC4253C0CE88B21DD177434076CC40C4B74253C07D51CEC5D277434029F751E0B24253C04B42FEB3D3774340F37701A7AF4253C0185E70E3D3774340BCE912AFAB4253C07A0604B0D37743405E929C24A74253C0F5745331D477434018411854A24253C00BF8B909D6774340BAD9B59B9E4253C0E9DD0573D8774340981C1F859A4253C0DBBAAC70DC7743403CB76FF8964253C076B686DCE0774340280638E5924253C007FF83E8E4774340CE716F2E8E4253C067C26051E877434031AA079F874253C08416F3EDEB774340EF753D52824253C0EA0CEFF3EE774340B7B3FBE87C4253C089D203F1F27743400D2898AC784253C022C78076F6774340E2C60811744253C0AFC7EF25FC774340EB45B63E704253C093927E7300784340C2CB55266C4253C0997C8FF1047843406BBC7169684253C02E3CF0D008784340E692073D644253C0645BAFBE0C7843409CC8F7A15E4253C0D555AF7B11784340F8A6DB32594253C09620FC7A15784340B2633126554253C0ECED96F718784340F483EA2E554253C0360540FC007843407FF13B2E554253C0E6CD7CDDFD774340D2826FAE4F4253C039945BDBFD774340B7030BDA484253C018CD27DAFD77434067503C41414253C0CDE796DAFD77434057C8E9843D4253C0071628D5FD7743403D0B8A43354253C02331D5D9FD7743407051A831304253C01ED70BACFD774340369ECC9F2B4253C074544E8BFC7743400F6B4887284253C0F7F6262DFB774340449A827F1F4253C0134B2695F67743409837214A184253C0001AB56FF27743404CBD2DAA124253C02D0C3CB8EF77434004E635980B4253C0347A5E01EC7743401F5F53C6054253C02E4CA8E7E8774340B8C88DA1FF4153C0DD4ED7A9E57743407E682DB6F94153C042583C96E2774340B9C42DF9F04153C092D51BE7DD7743406B30BDF8EB4153C04A5A4C29DB774340C794A23AEA4153C05A54A831DA7743407D43540DE74153C06854B16FD8774340F72D76E7E24153C0D544A055D677434030997E9EDE4153C0E1F30E29D4774340A857AD8BD94153C0E9C7A46FD1774340DB5A8DCCD44153C05D9329E3CE7743409156F36ACF4153C07B3E2320CC774340526A0E92CB4153C0A361AE26CA7743407B63FD1AC74153C057B13AB5C7774340D69EC3B9C24153C072CCBA4FC577434073DE74AEBD4153C051F69B9AC2774340DC86EB9BB84153C0144C04E8BF77434026DAFCE8B54153C0A2C51B7BBE77434058A155AAB04153C0519466BFBB774340C7F77B00AA4153C01AD77B3DB877434054C42FB3A64153C069451EFDB47743401C6FE93CA24153C020EB8F9FB27743408CE4EB9C9F4153C089E0EFE2B1774340FEF689189D4153C0D4586D9BB1774340CF17C20F9B4153C014C0EE16B7774340A7D74161984153C09B878142BE7743402A690E9C964153C0F29946FEC2774340CD99EDB1934153C00EDF2CD0CA774340A35934A8914153C0529A9649D0774340B5B4EF208E4153C0A0341EDED97743406B820E77894153C0F0977CE0DB77434006642D65844153C01338175BDE77434073F831A57E4153C034376A61E177434033ABBD487A4153C05CCD297EE37743409597881A734153C0BC1A51F8E6774340B873E4856C4153C049533035EA7743402C249DFE674153C05AD1646FEC7743400AA96F315E4153C014F6DEC1F07743402A9DDA31544153C0AE318A5CF3774340781804264E4153C08164F7E4F4774340DC0810F1474153C00F1EBC7AF6774340429E4EC1414153C089C69363F8774340E4214FDF374153C0863798EBFC774340166198FC2A4153C0DE80204903784340E7199A17224153C0B713AE4A08784340D440C3261C4153C04A7465260E784340477F6F8B144153C0793EB4081B78434010EE95B10D4153C0AF0F545527784340C8177E98F94053C09524516E4B784340BF262045F74053C0EE43055C527843409B82D951F34053C09F08272B5F784340DB51217BEB4053C04114C39D75784340AA746EF4E44053C0E44227CD837843405E0F259EDD4053C09EC4CC3992784340AE1107ACDA4053C09763ED9198784340A8B213AED44053C0832A8E91A1784340F84BF4C2CF4053C06356097DAC784340DE64924CCB4053C0C3861334BE784340764C8811C84053C0AE2E6234CC7843403C0509B6C34053C0C62D174FD578434021A791B1BF4053C06204DFA2DC78434052020CB8BD4053C0F7D5A8AAE0784340BE57C856BE4053C0EE2AD04AE2784340C971753CC24053C072D2AFB9E27843405C3D550AC74053C0441C5B6CE2784340AB118229CC4053C04E7B7D1DE27843409ED16442D14053C03060EED6E1784340B669928CD44053C0F9E4E4A7E17843405D6F5A50D54053C0F93565CCE57843407B756850D54053C0B24E3524E878434010F88190D64053C0134EEADFEA78434039BD0CCDD94053C070B90729EC7843409D4536BADB4053C09B9A6EE6ED78434057DCD990DF4053C0F3F021F3F07843405BE44546E34053C0CD25991EF2784340F457E281E84053C0E9213CEEF178434017C689A5EB4053C0EAA593D0F1784340E730FD56EE4053C05A53E1ACF1784340B0478151EF4053C04CE173F9F6784340EF27A951F04053C06D9F03A9FB784340F939C191F14053C03315BF00FE784340E3458C5EF34053C053D0090A0379434099E51252F54053C0010EE4CF05794340FF072A12F84053C07E9DB5CF057943409CFE3E12FA4053C0FD8C7BFB067943401B056112FC4053C04E3E29530979434067AA8BD2FE4053C0B16CBA720C79434049AFABD2014153C0713C709E0D794340AD92CB92034153C04AE31EF60F794340B993DBCD034153C028DF2B801379434035E514D3044153C0E86F5A8D18794340868C2D53054153C0EB2B1B491B7943400ACC5D93064153C03D0D9C5C20794340B6712657074153C014668FE024794340BFE710C70A4153C017BE1DAA24794340BD86C9450E4153C0EDA5BF7224794340C0AAFA76134153C0EFAA9D2F2479434057F15891114153C06DCDFE4129794340,6.49763410809879,6497634.10809879,36882,0.13019901306870560165,0.58033729190390976628,0.24478065180847025649,0.01526489886665582127,43084,14159,10578,0.74708665866233491066,29364.044308792127,5942.25,300,2,33,27,119,131,0,16715.995238095238,45.2436363636363636,32.3846153846153846,52.8757763975155280,25.9636363636363636,90,71,46,14,25,55,26,6,61,112,173,86,181,0,27,3,72,77,0,12665.417322834646,42.3389830508474576,32.2200000000000000,50.0000000000000000,24.3220338983050847,44,52,24,18,28,34,21,9,61,33,94,54,847,137,95.07853392052273,11423.530201342282,36.5950840879689521,32.2757894736842105,36.6822429906542056,44.5606060606060606,53.3898305084745763,47.2879581151832461,23.4605433376455369,22.4947368421052632,24.0654205607476636,23.9015151515151515,29.1525423728813559,25.5235602094240838,122.99939705112898,61.104012152643776,13.990813057184383,13.51148588949411,6.472222821200519,19.983708710694625
"Brookland, Brentwood, Langdon",0103000020E610000001000000A500000008F4F049443E53C02777C8265F774340A64C84544C3E53C01E729BD36E77434062AD49E6583E53C0E95DF0D98677434013F73E245E3E53C070A65BEB907743401875A5F86E3E53C05282BD17B17743407325A441723E53C05E69E45DB77743404E0A2F7E7A3E53C00E92242EC7774340CF9909CB833E53C0B645081AD9774340845F6E5B8B3E53C0EC4E6283E777434036AD8F6D933E53C04027C501F7774340085BC7D49B3E53C0F94A9B26077843404B87A2F4A53E53C0EC0BB6A31A784340FF6ADDFAAC3E53C00772D7082878434015C4562ABA3E53C0BED14D2D417843404A9E5D18C53E53C04F9700255678434008B58D60CF3E53C023C0A0CE6978434094D7EA6AFB3E53C0720346D0697843401442B36B163F53C0F26462C8697843409ED4DC51173F53C03FD35E125C7843401EBE8C94183F53C03F433012497843401E191022193F53C05A57E7683F7843402D7B011F1A3F53C0E37AD6732F78434022A588961B3F53C087A569E6177843409A7BFEC11C3F53C00451719E04784340FC30B4871D3F53C0DF722FB5F7774340DC4DF0B31F3F53C01CB23EA9D47743402CF1DB86223F53C078299409A6774340BC157A38493F53C06EEA2C45A27743409DBD3F4A5B3F53C07A5C56F99F774340CD216C2C6F3F53C090480B7B9E7743402D3BDDD9773F53C0ED5747879D7743402E89BDF6893F53C0CB0D53CC9B774340726C35648E3F53C00CDCA7FF9A774340D8C7DACF913F53C0F64FE94C977743405A984304963F53C06BEDA798937743401B5B78AF9B3F53C05F56B0288F77434066C57CAF9C3F53C00FE004418B774340386C8B2F9D3F53C0D3C26D2D867743403CB6A22F9C3F53C03FB7F5257F774340524DC82F9B3F53C0FA5BE9A672774340877DFF2F993F53C06A1731DC617743405665CFF2983F53C037B3064259774340E92B29AB983F53C0C4E6754859774340EACC8F2C983F53C0AF5D13344C7743403A8AFB9E973F53C063B5F9D93D774340AC757A65973F53C0E5A8410D39774340EDF0DDAD963F53C0356BFF5D27774340EC1D7B29963F53C0F2DACBB318774340525C4F88983F53C0EF59373C05774340F674238D993F53C025482DF5FB76434052E4367E993F53C0A6732E97F5764340F2CD7A88993F53C0A8F4E497EC7643401351EC9B993F53C0C3DCB52CE476434083940394993F53C0461BB3BADD7643400C671C8C993F53C0DDC0B248D77643403E202C63993F53C066984AC6D27643405642623C993F53C00FB09080CE7643407FA7C1BE983F53C0714C21B4C276434076F76283983F53C0530148F2B6764340ADAEFE83983F53C0D246AE7DAC7643408C0FB7E8983F53C0237B08E8A2764340D2654E24993F53C03A8690F2997643409DA1D1C4993F53C04D228C4876764340A36FADBD993F53C0633843A26C76434054C45AE8993F53C02EC94D1C62764340EEA2AC7B993F53C0360C2829557643400636542C9A3F53C09A71549D4B7643408D6FE0C19A3F53C00389723743764340FF323C4E9B3F53C0D0150E333B764340DD707A3B9B3F53C03025F80D327643402399C6B69A3F53C0841184FC27764340D16610619A3F53C0C9884F771E7643407F1433C69A3F53C0748911C8197643401AA23E4C9B3F53C0CA182ED913764340042673E39B3F53C076551B2A0D7643400CEC22329C3F53C078834DCD077643400D8CFDB19B3F53C01E5F6E1A04764340096D8933A13F53C010051DD8007643407156F732AD3F53C04A440BA5F8754340F4569A32B53F53C00E96F9E1EE7543408A033172BD3F53C04D70CF4AE67543409ABF0732C13F53C068EA590BE0754340BB22D531C53F53C0CD95E02FDA7543403474D231C63F53C0F6317228D37543405663FD71C43F53C0998D25C9C9754340A21E2EB2C13F53C05B678751C47543401BA87AB2BD3F53C07373F411BE754340752DB1F2BA3F53C06E425B36B87543403E63E932B83F53C0E99FCCF6B175434020B33D73B33F53C00832F0D6AE75434070F1ADB3AC3F53C07A8AEB46AD754340576AFE73A73F53C0AE6CACD6AE754340B19A98349E3F53C0B9B69146AD754340E68603F5973F53C0AA7A8F52AB7543402F153BB5953F53C0A809F912A57543408C877675943F53C04A05ED939875434042AC9875943F53C0A0AECD408D75434040FEBB75943F53C04260B989817543409718D2B5943F53C059126F8E787543403096155A953F53C0316BDC6270754340B0AE9AFB993F53C01CB8C1B0677543400ABE2AE59E3F53C0172C80E65E754340A1C60763A23F53C0E56798EC55754340940B17AFA73F53C0D156B7C847754340F4EEA122AA3F53C06BA556E24075434091E094D2AB3F53C00651BFD63A75434072C70330AF3F53C086A2D2353175434089415A70AC3F53C0AA22C2EA2F754340A3BA36CCA93F53C0461E55C430754340E6D7B373A33F53C0DBDABBC830754340EB45E0ED9B3F53C05D7E43C630754340A348AC5F983F53C0C78AE0C0307543402A9E8C8D963F53C0F00A2FB3277543401A866CC1933F53C06C8DE6891C7543406743B70C903F53C0E65706860F754340B2141FF48A3F53C058C80DADFD744340BCA333C7823F53C0C01D4001E2744340EDB0A9B97B3F53C064FAFAE4E6744340E6FD013B693F53C01EA63C2BF4744340D736F7BC4D3F53C0CA3FABBC057543408088443E3A3F53C0CDCF9E66137543409D9E2E801B3F53C06DC621A7297543404982C641003F53C0F9F9EC633C754340136F2203E73E53C00D77B3584E75434075B22084D33E53C0C1F71F025C7543408D40B384C83E53C065F6B4A4627543403AE1EA44C43E53C040A32AFC64754340A2E25885BD3E53C0D103778B6675434062132246B23E53C06A2A74EE66754340EA8DC8879A3E53C0931F31B467754340BE1AD6088B3E53C0EA2696DE68754340BEB7650A753E53C0D40C54DC68754340921D0CCC5C3E53C016A792696A754340A99D644D493E53C00C4D472F6B75434017E042CE3C3E53C03800C2916B7543409DE4927A3C3E53C0A982AC466C75434081E4218E393E53C099E8CF9872754340DD7362CD2C3E53C06090BD9C927543407E6CAD8C213E53C0F7972655AE7543402749070C193E53C09CBE5496C475434082F2FC0B163E53C07FBA9AE1C875434083467F4B103E53C01181A31BD8754340C4B3924A043E53C057EFBD63F57543409A3A264AFF3D53C0089416E201764340C2C8A709F93D53C0F26C0FB810764340EDDD2E49F33D53C02D6235FE1D764340EE27EC48EF3D53C0CD8A0431267643401BEB8408E83D53C054E1F51233764340C76F55C8E33D53C0E927D4B539764340FEC1E7C7DB3D53C06771995F47764340CFD970C7D33D53C099465A095576434073EF1207CD3D53C00D7D7CF75F764340AD65AE46C53D53C08C1D63AD6B764340AD443646C83D53C009BA6C257176434037FB55F4CA3D53C0B10BA59376764340A09691FDD63D53C0A15DC6858D764340145C3704E83D53C0FBB607B6AE7643408E634D76003E53C0E49F8817DD76434051987371093E53C097690D4CEE7643402DFB722A143E53C04DE413E80277434060B1D8B7213E53C061833DE51C774340333AAE372D3E53C09CA1246133774340D009CAB7373E53C0FB011E21477743402A0D6D6A3C3E53C0373B40235077434008F4F049443E53C02777C8265F774340,4.814396166008443,4814396.166008443,12613,0.11408863870609688417,0.78871006104812495045,0.06342662332514072782,0.00959327677792753508,9898,3797,2690,0.70845404266526204899,25486.869040210143,4524.50,191,2,15,21,92,81,0,22751.221311475410,47.4910179640718563,34.2888888888888889,57.9010989010989011,25.7485029940119760,44,47,35,6,12,33,21,3,36,56,92,55,72,0,5,4,32,30,0,21869.120000000000,43.8873239436619718,34.4761904761904762,52.8888888888888889,24.7183098591549296,27,21,14,3,7,14,8,1,18,18,36,25,491,36,59.78501446737609,13786.111764705882,34.7047817047817048,31.2315112540192926,33.3506493506493506,38.6296296296296296,59.6410256410256410,47.4408602150537634,22.2916666666666667,21.1935483870967742,22.0779220779220779,25.1851851851851852,27.4358974358974359,26.1290322580645161,124.29316937084421,39.157582203971856,8.724713089792818,7.531895761963872,4.370823411647527,11.902719173611402
