near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,intersectionid,intersection_type,geography,street_names,int_road_types,int_road_block_ids
['Bruce-Monroe Elementary School @ Park View'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,15655,REGULAR,0101000020E6100000CADBC3AD5A4153C0D33B5A1FC2774340,"['PRINCETON PLACE NW', 'WARDER STREET NW']","['Collector', 'Local']","['130137', '130418', '131339', '132085']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,15656,REGULAR,0101000020E61000001B90287D5C4153C088E078F4D9774340,"['QUEBEC PLACE NW', 'WARDER STREET NW']","['Collector', 'Local']","['129673', '130137', '130904', '131370']"
"['E.L. Haynes PCS - Middle School', 'Raymond Elementary School']",1.0,0.0,0.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,16326,REGULAR,0101000020E610000045CFE7B18C4153C0089D9548C7774340,"['GEORGIA AVENUE NW', 'QUEBEC PLACE NW']","['Local', 'Principal Arterial']","['125944', '127571', '131370']"
['E.L. Haynes PCS - Middle School'],0.0,0.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,16536,REGULAR,0101000020E61000008B5F76CF884153C08ED32F7793774340,"['GEORGIA AVENUE NW', 'OTIS PLACE NW']","['Local', 'Principal Arterial']","['126865', '128805', '129395']"
['E.L. Haynes PCS - Middle School'],0.0,0.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,16537,REGULAR,0101000020E6100000570A1A9B894153C0724A9C239E774340,['GEORGIA AVENUE NW'],"['Local', 'Principal Arterial']","['125806', '129395', '129887']"
"['Bruce-Monroe Elementary School @ Park View', 'E.L. Haynes PCS - Middle School']",1.0,0.0,0.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,17562,REGULAR,0101000020E61000005DDF0694694153C0C16B65CA8A774340,"['6TH STREET NW', 'NEWTON PLACE NW']",['Local'],"['125618', '127149', '129319']"
['E.L. Haynes PCS - Middle School'],0.0,0.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,18272,REGULAR,0101000020E610000050F576DF874153C0BA6104F786774340,['GEORGIA AVENUE NW'],"['Local', 'Principal Arterial']","['127149', '128805', '128979']"
['Bruce-Monroe Elementary School @ Park View'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,19056,REGULAR,0101000020E6100000F3F591DA584153C0E7F7BCDAAB774340,"['OTIS PLACE NW', 'WARDER STREET NW']","['Collector', 'Local']","['129160', '129360', '131708', '132085']"
['Bruce-Monroe Elementary School @ Park View'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A08,Ward 1,003200,MID-CITY,19458,REGULAR,0101000020E6100000E0D729CE544153C01C37A80A8D774340,"['NEWTON PLACE NW', 'WARDER STREET NW']","['Collector', 'Local']","['125076', '127373', '131708', '131830']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003100,MID-CITY,16320,REGULAR,0101000020E6100000F09BDB50804153C0DCEB85141E774340,"['GEORGIA AVENUE NW', 'KEEFER PLACE NW']","['Local', 'Principal Arterial']","['125783', '126969', '129090']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003100,MID-CITY,16628,REGULAR,0101000020E61000002738A7B7834153C01A99B2524D774340,"['GEORGIA AVENUE NW', 'MORTON STREET NW']","['Local', 'Principal Arterial']","['126660', '127989', '129652', '129707']"
['E.L. Haynes PCS - Middle School'],0.0,0.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003100,MID-CITY,18883,REGULAR,0101000020E6100000140C188A854153C0062CCA9466774340,['GEORGIA AVENUE NW'],"['Collector', 'Principal Arterial']","['128527', '129707', '130139']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,13438,REGULAR,0101000020E610000060A67B614B4153C07C50CE8145774340,"['LURAY PLACE NW', 'WARDER STREET NW']","['Collector', 'Local']","['127326', '133692', '134555']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,14305,REGULAR,0101000020E6100000667BD3954E4153C0E9723E905D774340,"['PARK ROAD NW', 'WARDER STREET NW']",['Collector'],"['130139', '130404', '132557', '134555']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,14509,REGULAR,0101000020E61000003EE6FEF9484153C00F85A47C33774340,"['LAMONT STREET NW', 'WARDER STREET NW']","['Collector', 'Local']","['125312', '126131', '131467', '133692']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,16319,REGULAR,0101000020E61000004DC8FFEC7E4153C0F76529150B774340,"['GEORGIA AVENUE NW', 'KENYON STREET NW']","['Minor Arterial', 'Principal Arterial']","['124888', '126969', '127857', '128813']"
['Bruce-Monroe Elementary School @ Park View'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,17564,REGULAR,0101000020E61000002302AEBB514153C0AFBAC1C975774340,"['MANOR PLACE NW', 'WARDER STREET NW']","['Collector', 'Local']","['127870', '130404', '131830']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,18143,REGULAR,0101000020E6100000A935622A5E4153C043B299852C774340,['6TH STREET NW'],['Local'],"['125312', '127320', '128023']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,18601,REGULAR,0101000020E610000030F9AC66814153C0B32DAC2D2D774340,"['GEORGIA AVENUE NW', 'LAMONT STREET NW']","['Local', 'Principal Arterial']","['126225', '129090', '129506']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,18711,REGULAR,0101000020E6100000A687A5B7814153C0B9F71F9831774340,['GEORGIA AVENUE NW'],"['Local', 'Principal Arterial']","['126225', '127394', '127989']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,6682,REGULAR,0101000020E6100000E4046AAA5F4153C0E026F69437774340,"['6TH STREET NW', 'LAMONT STREET NW']",['Local'],"['127320', '127394']"
['Bruce-Monroe Elementary School @ Park View'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,7885,REGULAR,0101000020E610000008E7B3D7684153C081568C3087774340,['6TH STREET NW'],['Local'],"['125076', '125618']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A09,Ward 1,003200,MID-CITY,9142,REGULAR,0101000020E610000027278C1A5E4153C0595755FE24774340,"['6TH STREET NW', 'KEEFER PLACE NW']",['Local'],"['125783', '128023']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,002302,MID-CITY,18870,REGULAR,0101000020E610000036217E7C2B4153C0B3AF55B51C774340,"['KENYON STREET NW', 'PARK PLACE NW']",['Minor Arterial'],"['127441', '128976', '130484', '134784']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,125,REGULAR,0101000020E61000009BAFAECF3E4153C059DBEC48E6764340,"['COLUMBIA ROAD NW', 'WARDER STREET NW']",['Collector'],['132921']
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,13437,REGULAR,0101000020E6100000AC173886314153C0D26D00D74D774340,"['LURAY PLACE NW', 'PARK PLACE NW']","['Local', 'Minor Arterial']","['127326', '131972', '134579']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,14392,REGULAR,0101000020E61000002763986C7A4153C0182F8CFCCC764340,"['COLUMBIA ROAD NW', 'GEORGIA AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['124934', '126797', '127539', '129421']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,15041,REGULAR,0101000020E6100000B3A67A9E7C4153C0D727DE0FEB764340,"['GEORGIA AVENUE NW', 'IRVING STREET NW']","['Minor Arterial', 'Principal Arterial']","['124888', '126797', '127359', '128944']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,16562,REGULAR,0101000020E610000057FC2CEE444153C05ABFD28F14774340,"['KENYON STREET NW', 'WARDER STREET NW']","['Collector', 'Minor Arterial']","['128813', '128976', '131467', '132536']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,18708,REGULAR,0101000020E6100000C50C1F9D3D4153C062E2ECD2DB764340,"['COLUMBIA ROAD NW', 'MICHIGAN AVENUE NW', 'WARDER STREET NW']","['Collector', 'Minor Arterial']","['126110', '127539', '129972', '134756']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A10,Ward 1,003200,MID-CITY,19284,REGULAR,0101000020E61000006640A5DA404153C02CBF5BB1F5764340,"['IRVING STREET NW', 'WARDER STREET NW']","['Collector', 'Minor Arterial']","['128133', '128944', '132536', '132921']"
"['Meridian Public Charter School - Middle School', 'Tubman Elementary School']",1.0,1.0,0.0,1.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003000,MID-CITY,14353,REGULAR,0101000020E610000072494C9AC64153C0FAD09AD8FF764340,"['11TH STREET NW', 'KENYON STREET NW']","['Collector', 'Minor Arterial']","['125268', '125873', '125980', '126860']"
['Carlos Rosario International PCS [Harvard Street]'],0.0,0.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003000,MID-CITY,16284,REGULAR,0101000020E610000031A50CE2BE4153C0D00C6628C0764340,"['11TH STREET NW', 'COLUMBIA ROAD NW']","['Collector', 'Minor Arterial']","['124949', '125665', '126748', '129482']"
['Tubman Elementary School'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003000,MID-CITY,17149,REGULAR,0101000020E6100000AD446AC5E64153C01E5658C3DD764340,"['13TH STREET NW', 'IRVING STREET NW']",['Minor Arterial'],"['125208', '126884', '127368', '128072']"
"['Carlos Rosario International PCS [Harvard Street]', 'Meridian Public Charter School - Middle School']",0.0,1.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003100,MID-CITY,16412,REGULAR,0101000020E6100000E0B94E6FAB4153C06DED3288C3764340,"['COLUMBIA ROAD NW', 'SHERMAN AVENUE NW']",['Minor Arterial'],"['125665', '129421', '131355', '131764']"
['Meridian Public Charter School - Middle School'],0.0,1.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003100,MID-CITY,16413,REGULAR,0101000020E610000056E58CD4AD4153C02AA4F9EBE3764340,"['IRVING STREET NW', 'SHERMAN AVENUE NW']",['Minor Arterial'],"['126620', '127359', '131764', '131824']"
['Carlos Rosario International PCS [Harvard Street]'],0.0,0.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003100,MID-CITY,19462,REGULAR,0101000020E61000006F24AA3AAA4153C081EDCD6AB3764340,"['HOBART PLACE NW', 'SHERMAN AVENUE NW']","['Local', 'Minor Arterial']","['129277', '131355', '132369']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,002802,MID-CITY,14887,REGULAR,0101000020E610000052BF2F67454253C0C7A8FE1392764340,"['15TH STREET NW', 'HARVARD STREET NW']",['Minor Arterial'],"['125150', '126496', '128589', '128993']"
['AppleTree Early Learning PCS - Columbia Heights'],1.0,0.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,002802,MID-CITY,16097,REGULAR,0101000020E6100000870FB63F134253C05B5365BE99764340,"['14TH STREET NW', 'HARVARD STREET NW']",['Minor Arterial'],"['125150', '125379', '126519', '128201']"
['Tubman Elementary School'],1.0,0.0,0.0,1.0,0.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003000,MID-CITY,18366,REGULAR,0101000020E6100000D451B4C2E64153C00BDAC913BD764340,"['13TH STREET NW', 'COLUMBIA ROAD NW']",['Minor Arterial'],"['124949', '126395', '127251', '128072']"
['Carlos Rosario International PCS [Harvard Street]'],0.0,0.0,1.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003600,MID-CITY,13174,REGULAR,0101000020E6100000D3F212C3E64153C035ECE4BA9F764340,"['13TH STREET NW', 'HARVARD STREET NW']",['Minor Arterial'],"['125379', '126395', '128254', '129348']"
['AppleTree Early Learning PCS - Columbia Heights'],1.0,0.0,0.0,0.0,1.0,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003700,MID-CITY,16096,REGULAR,0101000020E6100000614658E1114253C0C75B9AF57E764340,['14TH STREET NW'],"['Local', 'Minor Arterial']","['125019', '126519', '127609']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003700,MID-CITY,18653,REGULAR,0101000020E6100000B619A0DE434253C0BAFB1D1060764340,"['15TH STREET NW', 'FULLER STREET NW']","['Local', 'Minor Arterial']","['125155', '125995', '126842', '128355']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003700,MID-CITY,18654,REGULAR,0101000020E6100000CFB3F26C444253C035F4C51971764340,"['15TH STREET NW', 'GIRARD STREET NW']","['Local', 'Minor Arterial']","['125155', '127092', '128993']"
[None],,,,,,1A,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1C06,Ward 1,002802,MID-CITY,319,REGULAR,0101000020E6100000704F0EDF554253C0BF50D75890764340,"['16TH STREET NW', 'HARVARD STREET NW']","['Minor Arterial', 'Principal Arterial']","['125830', '126778', '128589']"
[None],,,,,,1A,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",1A08,Ward 1,003200,MID-CITY,14304,REGULAR,0101000020E6100000B37D961F344153C01E1A0DAA62774340,"['PARK PLACE NW', 'PARK ROAD NW']","['Collector', 'Minor Arterial']","['130742', '131972', '132557']"
['Carlos Rosario International PCS [Harvard Street]'],0.0,0.0,1.0,0.0,1.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003000,MID-CITY,16087,REGULAR,0101000020E61000008B910429BB4153C052B1FDF89F764340,"['11TH STREET NW', 'HARVARD STREET NW']","['Collector', 'Minor Arterial']","['125245', '127263', '128254', '129482']"
['Carlos Rosario International PCS [Harvard Street]'],0.0,0.0,1.0,0.0,1.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A11,Ward 1,003500,MID-CITY,18178,REGULAR,0101000020E6100000F2278106A94153C042D73366A3764340,"['HARVARD STREET NW', 'SHERMAN AVENUE NW']",['Minor Arterial'],"['127263', '128766', '132369', '133941']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003600,MID-CITY,13173,REGULAR,0101000020E61000000C8FC8D1E64153C07ADAD12B7F764340,"['13TH STREET NW', 'GIRARD STREET NW']","['Local', 'Minor Arterial']","['125019', '125514', '126013', '129348']"
['AppleTree Early Learning PCS - Columbia Heights'],1.0,0.0,0.0,0.0,1.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1A12,Ward 1,003700,MID-CITY,13123,REGULAR,0101000020E610000018281582114253C0A65E081777764340,"['14TH STREET NW', 'GIRARD STREET NW']","['Local', 'Minor Arterial']","['127092', '127609', '127766']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B02,Ward 1,004400,MID-CITY,18864,REGULAR,0101000020E6100000FE979AE3A94153C0402A934DD4754340,"['10TH STREET NW', 'BARRY PLACE NW', 'FLORIDA AVENUE NW']","['Collector', 'Local', 'Minor Arterial']","['125435', '125966', '128189', '128726']"
['Benjamin Banneker High School'],0.0,0.0,1.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003500,MID-CITY,13879,REGULAR,0101000020E61000000FC9CB5E734153C0957C09F46B764340,"['FAIRMONT STREET NW', 'GEORGIA AVENUE NW']","['Local', 'Principal Arterial']","['127234', '127375', '128339']"
['Benjamin Banneker High School'],0.0,0.0,1.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003500,MID-CITY,15499,REGULAR,0101000020E61000008B5B0847914153C0CD440FE245764340,"['9TH STREET NW', 'EUCLID STREET NW']","['Collector', 'Local']","['126264', '126960', '129142']"
['Benjamin Banneker High School'],0.0,0.0,1.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003500,MID-CITY,17670,REGULAR,0101000020E610000042B820DFA14153C0C80328FA42764340,"['EUCLID STREET NW', 'SHERMAN AVENUE NW']","['Collector', 'Minor Arterial']","['125878', '129142', '132055', '132280']"
['Cardozo Education Campus'],0.0,1.0,0.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003600,MID-CITY,11143,REGULAR,0101000020E6100000824251FFBA4153C0A291E15D12764340,"['11TH STREET NW', 'CLIFTON STREET NW']","['Collector', 'Local']","['125500', '127722', '129979']"
['Cardozo Education Campus'],0.0,1.0,0.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003600,MID-CITY,14833,REGULAR,0101000020E6100000B37D0379CB4153C0BCFF028D12764340,"['12TH STREET NW', 'CLIFTON STREET NW']",['Local'],"['124984', '125838', '127722']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003600,MID-CITY,16700,REGULAR,0101000020E6100000854B4007BB4153C03884713D3E764340,"['11TH STREET NW', 'EUCLID STREET NW']",['Collector'],"['125500', '125878', '126100', '128178']"
['Cardozo Education Campus'],0.0,1.0,0.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B03,Ward 1,003600,MID-CITY,19383,REGULAR,0101000020E61000003204DC67CB4153C0AC6BC01E3E764340,"['12TH STREET NW', 'EUCLID STREET NW']","['Collector', 'Local']","['124984', '125505', '128178']"
['Cardozo Education Campus'],0.0,1.0,0.0,1.0,0.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B04,Ward 1,003600,MID-CITY,19714,REGULAR,0101000020E6100000D961B5A9E64153C05D61D550E6754340,"['13TH STREET NW', 'BELMONT STREET NW']","['Local', 'Minor Arterial']","['127488', '128383', '129145']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B04,Ward 1,004400,MID-CITY,18091,REGULAR,0101000020E6100000A6599C5A0B4253C0AA2CF8E9C4754340,"['14TH STREET NW', 'FLORIDA AVENUE NW']",['Minor Arterial'],"['126312', '126351', '128040', '129324']"
['Meridian Public Charter School - Elementary School'],1.0,0.0,0.0,0.0,1.0,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B04,Ward 1,004400,MID-CITY,19699,REGULAR,0101000020E6100000772EA242E64153C055A0F728D3754340,"['13TH STREET NW', 'FLORIDA AVENUE NW']",['Minor Arterial'],"['126312', '127757', '127930', '128383']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B05,Ward 1,003700,MID-CITY,14516,REGULAR,0101000020E610000098462D5F3A4253C026A6562FD6754340,"['15TH STREET NW', 'BELMONT STREET NW']","['Local', 'Minor Arterial']","['126277', '127372', '129908']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B05,Ward 1,003700,MID-CITY,16587,REGULAR,0101000020E61000004FE868B4094253C00CF93B7ED6754340,"['14TH STREET NW', 'BELMONT STREET NW']","['Local', 'Minor Arterial']","['126277', '128056', '129324']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B05,Ward 1,003700,MID-CITY,16588,REGULAR,0101000020E6100000A4C69D400A4253C070843C67E6754340,['14TH STREET NW'],"['Local', 'Minor Arterial']","['126776', '128056', '129145']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B05,Ward 1,003700,MID-CITY,17264,REGULAR,0101000020E6100000AE5B558B424253C0B87DE0C92E764340,"['15TH STREET NW', 'EUCLID STREET NW']","['Collector', 'Minor Arterial']","['126846', '126852', '129481']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B05,Ward 1,003700,MID-CITY,18450,REGULAR,0101000020E6100000CB192D2F0B4253C08301FD33F9754340,"['14TH STREET NW', 'CHAPIN STREET NW']","['Local', 'Minor Arterial']","['126776', '127797', '129490']"
[None],,,,,,1B,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",1B05,Ward 1,003700,MID-CITY,18925,REGULAR,0101000020E61000007F4362FB404253C0E2BF4080F2754340,"['15TH STREET NW', 'CHAPIN STREET NW']","['Local', 'Minor Arterial']","['126852', '127372', '127797']"
