near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,location,xcoord,ycoord,issue_date,issue_time,issuing_agency_code,issuing_agency_name,issuing_agency_short,violation_code,violation_process_desc,plate_state,accident_indicator,disposition_code,disposition_type,disposition_date,fine_amount,total_paid,penalty_1,penalty_2,penalty_3,penalty_4,penalty_5,rp_mult_owner_no,body_style,latitude,longitude,mar_id,gis_last_mod_dttm,drv_lic_state,dob_year,veh_year,veh_make,geography,latitude_2,longitude_2,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365631,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-21 05:00:00+00:00,09:52:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365649,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-21 05:00:00+00:00,10:13:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T121,SPEED 21-25 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-03 04:00:00+00:00,200.0,0,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,ACUR,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365717,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-21 05:00:00+00:00,12:26:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-03 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365805,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-21 05:00:00+00:00,02:45:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-03 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1983.0,97.0,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365806,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-21 05:00:00+00:00,02:45:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,17.0,HYUN,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365878,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-22 05:00:00+00:00,08:04:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,84,Liable,2020-04-01 04:00:00+00:00,100.0,0,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365884,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-22 05:00:00+00:00,08:21:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1973.0,10.0,GMC,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8365928,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-22 05:00:00+00:00,10:05:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1974.0,15.0,BMW,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8366101,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-22 05:00:00+00:00,02:41:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,14.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8366182,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-23 05:00:00+00:00,07:38:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1982.0,13.0,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8366205,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-23 05:00:00+00:00,08:33:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8366218,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-23 05:00:00+00:00,09:10:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,14.0,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8367823,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,07:53:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,9.0,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375406,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,10:32:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,15.0,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375429,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,12:00:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,2.0,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375445,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,01:03:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,FORD,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375476,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,02:53:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T120,SPEED 16-20 MPH OVER THE SPEED LIMIT, ,,,Other,,150.0,150,,,,,,950296806,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,PONT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375493,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,03:41:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1957.0,16.0,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375664,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-24 05:00:00+00:00,03:26:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,4.0,BMW,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375716,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,08:27:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,950360513,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1942.0,18.0,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375729,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,09:10:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,17.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8375791,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,10:37:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,16.0,BUICK,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378419,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,12:12:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,17.0,DODG,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378421,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,12:15:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,220,100.0,,2.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378484,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,01:54:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,11,Liable,2019-12-19 05:00:00+00:00,100.0,120,,,2.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,ACUR,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378503,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,02:13:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,LEXS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378611,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-25 05:00:00+00:00,05:00:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T120,SPEED 16-20 MPH OVER THE SPEED LIMIT, ,,,Other,,150.0,150,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378655,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-26 05:00:00+00:00,08:29:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,12,Liable,2019-04-02 04:00:00+00:00,100.0,40,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,7.0,TOYOT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378656,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-26 05:00:00+00:00,08:30:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,17.0,DODG,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8378919,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-26 05:00:00+00:00,02:04:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8379080,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-27 05:00:00+00:00,08:55:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8379105,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-27 05:00:00+00:00,09:34:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1973.0,9.0,VOLK,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8379128,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-27 05:00:00+00:00,10:07:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,JEEP,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8379139,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-27 05:00:00+00:00,10:36:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,14.0,VOLK,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8379198,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-27 05:00:00+00:00,12:07:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,11.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,8379239,2400 blk 18th St NE s/b,401799.22,139307.16,2019-01-27 05:00:00+00:00,01:06:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2019-04-09 04:00:00+00:00,100.0,240,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,1.0,VOLK,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
