near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,location,xcoord,ycoord,issue_date,issue_time,issuing_agency_code,issuing_agency_name,issuing_agency_short,violation_code,violation_process_desc,plate_state,accident_indicator,disposition_code,disposition_type,disposition_date,fine_amount,total_paid,penalty_1,penalty_2,penalty_3,penalty_4,penalty_5,rp_mult_owner_no,body_style,latitude,longitude,mar_id,gis_last_mod_dttm,drv_lic_state,dob_year,veh_year,veh_make,geography,latitude_2,longitude_2,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7576470,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-01 04:00:00+00:00,07:45:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,4.0,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7576499,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,06:48:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T121,SPEED 21-25 MPH OVER THE SPEED LIMIT, ,,,Other,,200.0,200,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1992.0,14.0,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7577052,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,07:15:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,11,Liable,2018-08-14 04:00:00+00:00,100.0,120,,,2.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7577069,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,07:52:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T120,SPEED 16-20 MPH OVER THE SPEED LIMIT, ,,,Other,,150.0,300,150.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,LEXS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7577075,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,07:58:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T120,SPEED 16-20 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,150.0,0,150.0,,6.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7578073,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,01:35:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7578078,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,01:37:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7579330,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,04:50:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,17.0,NISSA,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7580368,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,06:12:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,LEXS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7580375,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,06:29:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,18.0,FORD,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7580386,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-02 04:00:00+00:00,06:39:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,84,Liable,2019-01-30 05:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,1.0,LEX,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7580449,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-03 04:00:00+00:00,07:05:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7583077,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,07:52:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,KIA,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7583124,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,10:24:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1953.0,7.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7585280,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,01:04:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7585286,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,01:08:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,12.0,CADI,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7585304,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,01:41:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,240,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7585434,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,05:27:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,15,Liable,2018-09-19 04:00:00+00:00,100.0,120,100.0,,2.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1980.0,95.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7585467,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,06:33:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,240,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1989.0,11.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7585510,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-04 04:00:00+00:00,07:24:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1947.0,4.0,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7586383,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-05 04:00:00+00:00,10:25:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7587102,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-05 04:00:00+00:00,01:37:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,131,Other,2019-05-02 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,TOYT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588009,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-05 04:00:00+00:00,06:03:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1950.0,15.0,HYUN,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588023,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-05 04:00:00+00:00,06:47:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,2.0,CHEV,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588024,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-05 04:00:00+00:00,06:48:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1991.0,8.0,PONT,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588041,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-05 04:00:00+00:00,07:46:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,18.0,FORD,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588092,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,08:42:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1982.0,6.0,SUBA,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588109,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,09:26:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,240,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1991.0,13.0,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588132,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,10:23:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,2.0,LEX,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7588181,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,12:15:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,17.0,NISSA,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7590184,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,05:13:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,11,Liable,2018-08-15 04:00:00+00:00,100.0,120,,,2.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,ACUR,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7590187,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,05:25:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,INFI,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7590259,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-06 04:00:00+00:00,07:40:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,200,100.0,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1992.0,2.0,NISS,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7590282,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-07 04:00:00+00:00,06:17:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,0,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7590319,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-07 04:00:00+00:00,07:19:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,13,Liable - System,2018-08-14 04:00:00+00:00,100.0,240,100.0,,4.0,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,DC,1991.0,3.0,ACUR,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
['Academy of Hope Adult PCS [18th Place]'],0,0,1,0,1,5C,Cluster 22,"Brookland, Brentwood, Langdon",5C06,Ward 5,009102,UPPER NORTHEAST,7590333,2400 blk 18th St NE s/b,401799.22,139307.16,2018-06-07 04:00:00+00:00,07:39:00,25,SPECIAL OPERATION DIV & TRAFFIC DIV,MPD-SOD,T119,SPEED 11-15 MPH OVER THE SPEED LIMIT, ,,,Other,,100.0,100,,,,,,,,38.922,-76.979,150388.0,2020-09-30 03:44:25+00:00,,,,HOND,0101000020E61000002DB29DEFA73E53C0BC74931804764340,38.922,-76.979,0.23301581,7890.0,2,41,2,Yes,BD,1,6,25.0,17.0,,18TH ST NE,133411,Collector,,,,,,
